date,user,text,Sentiment
2009-06-16 09:22:33,mapholder,sick today  thank god for theraflu.,Negative
2009-05-14 01:57:03,safryna,getting ready to go home ,Positive
2009-05-18 07:49:15,shortjewish,@koshereye they are in Canada anyway ,Positive
2009-06-06 23:13:22,angelskye14,'What I like about you' A classic show ,Positive
2009-06-15 01:53:03,Coughe,Goodnight  don't be afraid to say it back,Negative
2009-06-18 04:02:27,amadei,Dreamt last night Mommy told me that Daddy wasn't my daddy; why are my nightmares more disturbing than scary? ,Negative
2009-06-01 01:56:31,davidyhlee,a vanity search for davidyhlee at oneriot.com brings up no results ,Negative
2009-04-07 07:45:08,paryshnikov,"@JFLG then you, sir, are in for a world of fun ",Positive
2009-06-07 11:49:32,NatalieBabess_x,"@valberg1 =D No Problem, they'll miss you really, they just dont wanna admit it ",Negative
2009-06-18 14:29:31,shaylyndanae,My doggy's home but not better. She has 4 medicines and can only eat chicken and rice.  I still don't understand what they said was w ...,Negative
2009-04-07 00:48:49,Josephus,@katyrullman This is why you need to not be over in the Old World. I misses hanging out and being awkward with you ,Negative
2009-06-25 06:38:25,TmiY,"can't add my #Facebook account within #Tweetdeck, the button doesn't work and nothing pops up when adding the Facebook column ",Negative
2009-06-03 04:25:43,geekbtch,@moonfrye the betts-green institute for awesomeness  (or awesome kids)...,Positive
2009-05-17 17:08:47,MissDebora,@ScuBVuitton thanks 4 clarifying that LOL ,Positive
2009-05-14 05:58:05,carantoarvin,Ciara's really great on Ellen! She's unbelievable!  I had fun watching it!,Positive
2009-04-07 02:13:30,BenWay08,Best birthday ever. Untill the house sold. ,Positive
2009-05-03 16:29:03,kaitdecious,"animal crossing, taking five, and a nice warm blanket.. exactly what i need right now. my toe/leg is killing me and so is my burnt thumb. ",Negative
2009-05-04 01:32:14,HannahWeeks,@puppaz that really sucks I feel bad for you at least I woke up at eight. ,Negative
2009-06-05 09:47:14,yayilovemicaela,Just finished watching Vampire Knight! Aw I feel like eating Burger King now  And I update alot..,Positive
2009-05-28 21:44:27,meandmcg,'s tummy still hurts ,Negative
2009-06-06 22:30:58,aliiiii_,@Matt__Jordan hahahaha! daa and i were so worried! paha! im sorry it was busy and messy and you were all alone! i hope things got better! ,Negative
2009-06-19 21:43:32,trasshyycevski,@devindaiquiri :O what happen to your myspace? ,Positive
2009-06-06 06:33:32,metsgrrllll5,Its so nice out...going to get a tan ,Positive
2009-06-16 01:18:07,JavierChua,"@dominateadwords Hi Greg, when will we start receiving your online course ? Javier from Singapore ",Positive
2009-06-14 23:55:09,Wumponator,no full episodes of discovery channel shows ,Negative
2009-06-03 07:48:09,makkkkkkkki,"Updated her friendster account,answered comments. *WOLLA* Almost finished. ",Positive
2009-06-19 09:21:18,LeeConti,"I turned off my mobile phone while it did an update, now I don't know how to turn it back on ",Negative
2009-05-29 02:37:06,sandastan,"it took a long time b/c of writing descs!  wrote a new one for tirloth and pwned!elathrad. i'll probably scrap them tomorrow, but. ",Positive
2009-06-17 16:28:46,evilseawitch93,Watching the promotion. Its not very funny ,Positive
2009-04-07 04:29:19,KyleGotMadStyle,this girl in my english class just gave myself &amp; a few people free soda. roooot beerr ,Positive
2009-05-10 02:07:33,charliestyr,@laingrithdz Thanks a lot! You're very kind!  I just got back from a nice drive in the 500. Such a fun car to drive  Have a nice day!,Positive
2009-05-18 00:06:55,AdrianSAHTB,So I wrote a little fictional story  friends of mine can access it in my blog on myspace. titled &quot;That Sinking Feeling&quot;. TWEETER WTF?!,Negative
2009-04-18 23:22:36,actionchick,@encoresara A way to avoid just talking to yourself will be to talk about some topics that might attract search hits fr kindred spirits. ,Positive
2009-06-22 17:06:54,Nikkieb3274,I feel realy sick ,Negative
2009-06-15 11:30:09,ShynJAmero,@KidCalloway won't say all that but that nigga did rejuvenated it a bit and HI Akeem  lol,Positive
2009-05-30 13:27:17,one9,"I love surprises. Boy, do I love 'em. Especially when they are not little.  Me = ",Positive
2009-06-06 04:56:31,mariecomeau,@Schnuti thats good to read ,Positive
2009-06-07 18:17:52,_jonny,@JoshPer 8.30 am  *Studying* for it now.....,Negative
2009-05-30 20:45:00,atrav23,I finally have stuff on my walls. ,Positive
2009-06-02 22:08:57,lynne08_,@CalebFTSK @austinbello @iamjonathancook ; its my birthday today. wish me a happy one? it'll mean the world to meeee. ,Negative
2009-06-24 21:53:15,ninawassup,I don't want to go to 6 and 1/2 street I wanna go to a real party ,Negative
2009-05-03 01:41:17,jim_sanderson,@toledorocks Hey! Saw your tweets.. excellent stuff. Follow me so we can tweet ,Positive
2009-06-05 21:01:49,MandyyJirouxx,Cruisin w @brookeadamstbg5 to a Li Cari charity event! Everyone follow her! ,Positive
2009-06-19 08:51:58,RentalDeception,@njlevy @NeonGypsies lost his right leg in a tragic waterskiing accident. He's pretty sensitive about it. ,Negative
2009-05-29 17:17:42,tearingluvnotes,@kidcatastrophe so cool to hear you guys on 104.5! and i can't believe you in were cherry hill a few weeks ago and i missed it  come back,Negative
2009-06-16 07:20:39,clive88einstein,maybe it's not my day.oh well. ,Negative
2009-06-02 05:42:17,tammytrent,@greglongmusic you're gonna look sooo muscular for your shoot today! ,Positive
2009-05-18 04:38:46,kachupea,"just learned to appreciate dentists, hehe! ",Positive
2009-06-15 16:45:23,DemiaAmandasari,between happy and mad ,Positive
2009-05-17 04:26:47,estutut,@yudhaperdana r u serious? do u need 1? jus join wif me next weekend dude... ,Negative
2009-06-01 17:27:17,RabbiShaiSpecht,I was very honored to be a guest on @CoCreatorRadio this morning!  http://twurl.nl/46l3aj,Positive
2009-06-16 08:14:20,rlbates,"Just showed a patient how to do a proper pushup.  In my office, in a dress.  lq2m at it, though she was appreciative.    #fb",Negative
2009-06-06 19:28:38,annie046,"@VanessaaHudgens I'm from Brazil and Brazil loves you! I think that Bandslam will be awesome  PLEEEEASE, PLEASE PLEASE REPLY, please!",Positive
2009-05-30 07:51:13,Sandie222,@chinitapr3 you can come!  and no its not too much food! @whatescohas2say,Negative
2009-06-07 06:53:36,zaneology,@andysowards awwww Andy! thank you ,Positive
2009-06-06 22:49:21,bethanyrayle,@curtcavin I agree. Texas is awesome. Enjoy your week off. ,Positive
2009-06-06 19:46:24,mikaa_014,@tommcfly http://twitpic.com/6sicb - allready missing u in Argentina ,Negative
2009-06-05 14:27:19,zoebakes,Thank you for the #FF!  @BigBlackDogs @Whisk_food_blog @crispywaffle @foodphotoblog @foodluvin @afuqua @chezus1 @wildyeast,Positive
2009-06-06 00:53:35,C_E_Hayes,"Sooo, our first game is proving to be a bit ambitious and is taking longer than either of us wants but I suppose we knew that going in ",Negative
2009-05-03 01:26:01,RobinMcKnaughty,@JonathanRKnight I'm dying to know if you drank the sake but I've got to get some sleep. See you in 12 days ,Negative
2009-06-01 19:48:16,vseanclark,"@CXI @markmorow. Unintentional retweet.  Sorry.  I'm just not on my Twitter game this evening,  Carry on. Nothing to see here.  ",Negative
2009-04-07 00:28:50,agenciamodelos,@trendhunter Very nice pics! Thanks for sharing it  ,Positive
2009-06-23 15:28:30,Jaideraide,My new tigidy tat is ugly! I think I hate it ,Negative
2009-06-01 15:59:16,Alexrich1,@wordsonnapkins Perhaps.  Sounds good!! Wasn't he saying that it was close to his house? St. Elmo?,Positive
2009-05-31 17:24:36,idkmybffkatie,New Glee episode on September 23rd  Way too long of a wait.,Positive
2009-06-15 03:58:11,Pensivia,Just came back from jogging and feelin good ,Positive
2009-06-02 03:53:25,Bekkargh,"haha, conquered english, was dead easy  home now, sunshine time.",Positive
2009-06-18 15:30:09,tankgirltaz,@jaymelyn525 so so I always get a migraine after the opticians ,Negative
2009-06-20 05:16:49,ordinaryhoper,Haiiiss! such a lonely holidayy! ,Negative
2009-05-31 02:20:39,benz87,@elise0605 On a sunday...you poor thing  How long you got to work?,Negative
2009-05-31 00:33:47,mchechi,"Watched the movie UP! tonight, it was adorable. Didn't get to watch it in 3D though ",Positive
2009-06-20 23:50:22,icolleenc,@iamonyx ahhh man ... ketsup ,Positive
2009-06-01 07:58:50,thomaslawler,"@PumaSwede I'm not sure they're of this world, you know? Those colonies they live in have got something alien about them! ",Positive
2009-06-07 05:36:44,zbegra,"@Randydeluxe @extralife episode #148 aint working on itunes or the website. 135kb mp3-file, guess you know already but wth ",Negative
2009-04-19 07:43:37,catherineeeeee,i cannot believe it is the last day of spring break ,Negative
2009-06-07 03:48:12,enchyta,http://twitpic.com/6tlo5 - but this pic isn't so good ,Negative
2009-06-19 21:19:22,rhinriael,@kimishina I'm sorry ,Negative
2009-04-18 17:07:52,twisted4ya,@joeymcintyre Wish I was there ,Negative
2009-06-23 08:03:38,ericbutcher,OK gonna try and go BACK to sleep. (No more creepy dreams please.) ,Negative
2009-06-06 09:11:32,Cho1,@owenbarder it's an interesting empirical question. But I think theory supports my view ,Positive
2009-05-30 05:52:22,holisticguru,@rambonie yah. Harry just woke up. I'm making his coffee now. I spoil him sometimes ,Positive
2009-06-01 14:47:54,Marktavious,can't get haircut until 2morro...  ...,Negative
2009-05-18 05:12:58,j3im3,@_krristii lol same here girl! what i gave you was like only 10% of bands i like! hahaha ,Positive
2009-04-19 02:18:02,leisadecuir,@WillYoungfans Waves and says good morning and nice to be following ,Positive
2009-06-16 17:47:43,TinaTwinkleToes,I think Requiem will be one of those gut-wrenching films I can only watch once...like Atonement and Revolutionary Road ,Positive
2009-05-18 07:17:55,athenabondgirl,Dancing With the Stars finale tonight! AAAAAHHHHHH!!!! Vote Melissa and Tony!!!! So exciting! ,Positive
2009-06-15 08:22:45,anniepoulain,is working on a &quot;Banner&quot; for a Photoshop Contest! ,Negative
2009-05-04 01:30:26,hannahmcfly,@tommcfly  Why do they say such things   Ruined my happy night. Don't like people D:,Negative
2009-05-30 21:30:31,greenrocksss,At Shemallen's cotillion. Table 13 to get our food. ,Positive
2009-06-21 06:50:11,vinylred,Is this Silverstones last F1 race event? I hope not! ,Negative
2009-06-01 18:00:16,NKANGEL74,@KristianaNKOTB you're welcome ,Positive
2009-06-18 06:02:38,LuvMyGurlz,Blah .. Going back to bed .. I hope .. I think libby might be waking up  .. Sooo tired ..,Negative
2009-05-30 05:16:02,spaulds1,@davidkyle GR8 2 FINALLY meet U last night! Fab time at tweet up!! ,Positive
2009-05-04 04:13:35,iRosaria,@Sunshineliron that was awesome!! ,Positive
2009-06-06 17:04:38,kielstewart,Overall I liked the album. Although I do like the synth/electropop'y thing. Apologies for annoying with the stupid amount of tweets ,Negative
2009-04-18 21:24:47,ProvoBoy,is thinking I should've gone to the roller derby ,Negative
2009-04-19 10:35:34,Anitta_,@TheRealJordin Good morning Jordin ,Positive
2009-05-17 00:55:03,miamigirl21,@Jonasbrothers you guys be safe and have fun on tour!! see u july 13 ,Positive
2009-05-16 21:54:12,sarahdotta,@hahaha no fabulous green hutches at the holiday inn ,Positive
2009-06-07 08:40:02,daniellelod,is getting fat again  must start exercising...,Negative
2009-06-17 04:28:34,dreamlivelove,Crammin in some last min study time! English exam all morning! I have that sick exam feeling  ,Negative
2009-05-30 19:57:02,Crayons15,@grahamcoltonfan because they were bothering me  lol,Negative
2009-05-30 13:37:25,Ronnie_ASA,"@amber_benson LOL!  tara was so well loved and still is!  Just the cross you have to bear.  But as crosses go, its a good one ",Positive
2009-06-01 05:52:13,JakkSco,"In my garden, chillin', going to the gym later ",Positive
2009-06-07 02:18:04,nakaori,@yordikins i see  thanks,Positive
2009-05-29 23:02:42,beantownbabe11,"@coriluvnthedon I know!! I wanted to go so bad, but had to send my daughter to school today and didnt have anyone to pick her up!! ",Negative
2009-06-18 05:28:12,f4tty,"@Jnyflower damn, serious? i've been on my reception girls for 2 months about that package...  emailed the itssokrucial.tv address",Negative
2009-06-02 19:39:41,ronnialeah,my friend told me my tweets suck..so fu*k him  LOL! Had a long weird day! Stopped and talked to jeff came home to some xbox now bed time,Negative
2009-06-18 11:28:23,lucyak,@caryAK I surrendered today also  It has a hold on me!!,Positive
2009-04-18 07:11:21,TeriLindquist,"Have a great day, Jen.  &quot;Somebody&quot; had me up early because she was hungry...it's Saturday.  ",Negative
2009-06-16 04:54:13,MupNorth,4th time is a charm! Got my MS soft and gentle  love! &lt;3,Positive
2009-06-18 13:24:07,deniseAM,Amazing &quot;See-thru&quot; Frogs in Ecuador becoming extinct  http://bit.ly/fHTaQ,Positive
2009-06-07 09:04:32,AdaManada,@nellong y is ur eclipse and breaking dawn paperback ? dats not even out here yet ,Negative
2009-05-30 13:45:04,swadeshine,@_cosmicstuff Sounds good to me ,Positive
2009-06-01 06:52:23,babytexas,Omg I watched the trailor for &quot;New Moon&quot;!! Wow sooo amazzzing..I can't wait for it to come out..November ,Positive
2009-06-07 07:17:44,BeaCastroF,"Sunday sucks! My favorite cousins are coming, at least I'll have them here  I have severals Countdown at the moment...",Negative
2009-05-09 19:05:41,Liz_perez,"Chillin with my Family. We are getting tacos from Ochoa's, they have the best food in all Washington county ",Positive
2009-04-20 06:49:25,Lord_Humungus,playing with Skype ,Positive
2009-06-18 19:43:30,elabao,needs to study science A LOT more ,Negative
2009-06-05 21:39:01,SamiCappola,gahhh hiccups ,Negative
2009-06-15 10:55:18,ChiBlackhawks,"@EP31 @chollis Oh man, I won't be in Montreal.  #BlameitonMAF",Negative
2009-06-01 21:43:52,khali_blache,@Blue_Rose  Saw or Sweeney Todd? I'm torn...,Negative
2009-05-22 06:22:19,molliann,wants Starbucks ,Negative
2009-05-17 23:13:56,bukephalas,@ghc you too bj! ,Positive
2009-06-19 23:22:23,newjoyyork,my latest body temperature? 103.7 degrees F. and I'm kinda cold....  I have never been this sick before. *scared*,Negative
2009-05-22 07:01:05,roshanka_c,im kinda wishing adam won american idol ,Negative
2009-06-15 11:20:12,Yochanan,@ScottSCarver Sure...stuffed &amp; mounted in a lifelike pose  ,Positive
2009-06-02 06:08:03,LondonDarling,"@ASOS_Fi  sorry to hear, you've got to do something else though, otherwise you'll feel miserable! Girls night out?",Negative
2009-05-17 09:53:48,gobullet,ahhhhh finally wrote the hook for this @corybold beat i got!! weeew hheeew 2nd single yessire but in the mean time MR.ROBOTIC ,Positive
2009-05-17 22:16:06,sethyohnka,Almost done working for the day...my feet huuuuuuurt  ,Positive
2009-05-03 19:56:31,jailbaitTM,shawnas catnip done rubbed off....my muffin(top) brings all the boys to the yard ,Positive
2009-06-01 03:06:55,RizkaPutranto,@jeuleque welcome to tweet tweet chik chik .. ,Positive
2009-06-20 17:02:11,lausess,"uh oh. sad to say jonathan, my dentist changed my braces into GREEN! sbi ko e BLUE GREEN ang nilagay e GREEN! asar. bigo ang plano ntin. ",Negative
2009-06-06 09:54:14,sweetishbubble,Dance was good.  Now to the zoo.  No seeing giraffe's today - it's cold and raining. ,Negative
2009-06-19 21:16:32,DaisyFab,No doubt boo! I'm mad twizzy! I love seeibg ex bfs cuz I always look good lmaOo only 1 time I was fucked up  @CarinaChestnut,Negative
2009-05-02 10:53:06,devinjanelle,"I'm anxious, and this weather makes me feel like I live in Forks, Washington   that combination screams nap time.  see ya.",Positive
2009-05-30 22:41:05,tmkjpn,I have to wait for a while  too bad..,Positive
2009-05-31 03:25:59,mech4bg,Possibly being diverted to Sydney. I just want to go home ,Negative
2009-06-02 21:32:33,_Special_K,headin out to Wish! txt the celly if u goin!!  ,Negative
2009-06-06 11:25:31,prinzane,asks for your celphone number?  http://plurk.com/p/yxsu5,Positive
2009-06-06 09:22:02,coastaltam,"Ally and Ruth just left.  . AWESOME, awesome vacation you two. Vacation videos on my YouTube account.  ;-)",Positive
2009-05-31 02:42:04,yommers,ah  Saturdays over spent it doing a whole lot of nothing! so tired gonna go take a break,Negative
2009-04-19 07:39:26,canicus,@schandler13 Where's the dog show? ,Negative
2009-05-29 23:34:34,PinkBerryGirl,"@PaulHarriott Awww sounds like a lot of work, I hope you can stay cool with the heat. I'm doing great thanks ",Positive
2009-06-05 21:54:14,lauren_theresa,awesome night ,Positive
2009-05-30 11:10:09,beckyjhamman,Hey tweeters--this will be my last update for awhile  going to the airport soon to fly to London and then South Africa!! Dream come true!,Positive
2009-06-02 08:06:17,atty57,@RachelEloise I always wanted to be a journalist. ,Negative
2009-06-01 17:58:16,babydoodle_22,@TeeDoll dhen how yu kno he funny.?  l0l,Positive
2009-05-29 11:35:19,underwater_love,@gcrecords thanks ,Positive
2009-06-02 05:27:08,niceguysean,@italylogue Yes. No idea how many photos I took. Walked a lot of the course - Pincio to Collosseo. Back to Milan domani AM ,Positive
2009-05-26 21:43:04,totalnicole,@lindajean5 can't wait for wisconsin!!! ,Positive
2009-05-04 02:50:34,catskie,on the way to Carcar to attend my Uncles's wake... ,Negative
2009-05-01 22:21:08,xpsgreen,"@pharsicle the 404 page is not bad, not bad at all ",Negative
2009-05-31 13:59:06,clickingheels3x,"@capedshitheader Doubtful, it contained a few big words and no you betcha's- but a close friend none the less! ",Negative
2009-05-31 08:43:22,REllonyamind,I wanna go to the museum. Who wants to go with?  I might just go ALONE... Lol. Ppl only hold me up.,Negative
2009-06-07 11:00:27,jeantherapy,@TheMissus Damn straight!  I can't wait to hear about the shops in Toronto ,Negative
2009-06-02 11:17:59,Wiebner,"ruh roh, guano in the studio! At least this problem could take care of the fly problem ",Positive
2009-06-04 11:39:45,humbleorphan,eating a chicken torta in science class. ,Negative
2009-06-01 16:17:23,DeandraD,@106andpark TREY SONGZ! TREY SONGZ! TREY SONGZ!   ,Positive
2009-06-05 17:41:28,TracieCrochets,"@Hooked4Life I have some but that doesn't help you, huh?  And hey, you have a pic up finally!",Positive
2009-05-17 22:10:53,JustMaddie,woke up. Need to do some homework before school ,Negative
2009-06-19 14:47:29,wolf_09,It's storming and I hate storms! ,Negative
2009-04-20 02:22:52,iantalbot,"@AnnHawkins Ann, my darling, formatting your article for publication. Any preferred time? ",Positive
2009-06-16 02:12:38,PixieFlute,"@Squirrel_Monkey we still have 8 mos on our contract for the current iphones, can't upgrade yet.  ",Negative
2009-06-21 07:35:38,SandFibers,@schoollocker  unless of course it's an emergency...ugh   Hope the day gets better!,Positive
2009-06-06 00:08:20,jesflavor341,"going to bed, so tired i cant think strait ",Negative
2009-06-03 05:08:12,mirkojahn,@tobinharris Does yUML support Interface + Class description at the same time? Can't get it working so far  --&gt; [&lt;&lt;T&gt;&gt;;TImpl|pi|getPi()],Negative
2009-05-26 22:13:11,angbaby27,@boobonic Dope shirt! I need one ASAP! XS please ,Positive
2009-06-20 14:48:13,Italiadenise,My friend got her dual citizenship passport - the same week I was denied due to a small technicality - still pursuing on a new front   ,Negative
2009-05-18 07:40:11,MichealeneMS,is going to miss Chrissy. ,Negative
2009-06-07 13:31:27,Patrick_Krause,Stuffed...now helping get some air conditioners in. Ugh on a full tummy ,Negative
2009-05-22 05:26:09,claireredfield,Getting ready for work  I would say I'm happy it's Friday but I also have work tomorrow... #SaveEarl!,Negative
2009-06-01 04:43:26,Yamooo,@dNeero I'm not sure.  It was a show. ,Negative
2009-06-03 02:35:48,JustPaco,AUS survived a recession - does this mean more money hand outs from Mr Rudd ,Positive
2009-06-07 09:03:01,BeauCrazyLab,"Had a great day so far buried a bone in someones tomatoes, spooked a duck and now tea time : Raw Meaty Bones please human !! ",Positive
2009-05-31 18:38:10,MatthewSannes,@MissyKesson June 4th. New York. I doesn't look like I'm going to be able to go because of work.  You going to Glastonbury Festival?,Negative
2009-06-03 02:36:28,NutCola,Romulan boots. Cool except for the slit. http://tinyurl.com/qls9z6 They look like Ninja boots.  #SArmy,Positive
2009-06-20 11:26:50,lindsycd,@gollyjess I'm at work.  We'll bike ride soon.,Positive
2009-06-20 23:20:10,albss,"BACKK formt he gym + shopping, the shopping part was boring sorry ",Negative
2009-06-16 20:58:39,brillyan,@zetinkerwiner they do when the period comes ,Positive
2009-05-10 20:37:00,c_alvarado,i don't know how to use twitter and reply to Erika Foy. ,Negative
2009-06-05 16:25:33,AngieWarren,@nikkylee I've never made it to 40 weeks so I can't even imagine  GL to her!,Negative
2009-05-10 02:52:03,SyamMasri,@NajiahYahya YEAY!. haha. thank you so much jiah ,Positive
2009-05-31 18:38:04,anm_jb1,@ddlovato She lost.  tears,Negative
2009-05-22 04:35:57,ellie_x,Watching more desperate housewives and eating special k ,Positive
2009-04-07 05:49:53,charstarr,"i swear, the taxi person said as they picked up the fone, '..yeah stabbed him in the face HELLO TAXI!' i crapped myself ",Negative
2009-06-18 12:36:03,krabigail,And I definitely did NOT just do that thing where you go to put a CD in an iMac but miss and have it fall behind your desk    ,Negative
2009-06-07 20:02:48,JennytG13,@MrAllen_aka_Neo Petition @BETAwardsInside &amp; @BET to DAY26 At The BET Awards http://twitition.com/m3v2n idk if u signed but plz do if not ,Negative
2009-06-19 05:50:17,dchiodo,Trying to find some new Mauy Thai Shorts on the net... no luck ,Positive
2009-06-06 18:12:54,Cupcake_Andrea,"Provided I get the tool to fix my car, and the new ignition coil and MAF sensor is all it needs, no idea which hospital I need. ",Negative
2009-06-15 22:24:21,sarahvancamp,@okmeyer1 yep i am alive and in tulsa! finally took a shower but still without a phone  hopefully that will be fixed soon! yay bonnaroo!,Positive
2009-05-17 04:26:36,ChulaD06,What a night! Just getting home &amp; I'm gonna knock the f*ck out! Lol good night....or should I say good morning! ,Positive
2009-05-02 00:00:51,Ghodmode,@diigo fail again   New comment on &quot;Selecting any tags shows error: 'no bookmarks tagged (tag name)'&quot; : http://bit.ly/OEphu,Negative
2009-06-24 21:52:31,vdo86,In Ohio. Ate too much again.  ,Negative
2009-04-20 22:45:41,thakkar,@Spitphyre hehe .. some marketing genius shud get a sponsorship for #yayman and #yobabe to go out for Coffee date ,Positive
2009-05-02 05:22:44,Davgalizan,It's a beautiful day ,Positive
2009-06-20 07:16:52,overtowdeli,"@kassorocks Don't feel to bad.  I got one but it's not like I'm gonna be able to use it, let alone see them this year.  ",Negative
2009-04-20 07:14:54,DJH87,is new to twitter...don't know who I'm gonna follow...or who's gonna follow me... but let's give it a try ,Positive
2009-06-06 17:59:19,floppy4fish,"just watched katie and peter stateside, it is my guilty pleasure. i love them  ",Positive
2009-05-30 07:27:08,bigred2381,Good Morning ,Positive
2009-06-23 16:30:33,SicknastyKaryn,"Just dislocated my shoulder. But i'm dropped off medical insurance, so i gotta suffer ",Negative
2009-04-19 11:56:03,jordanhowell,@papa_face Link worked fine  Ty :p,Positive
2009-06-03 05:46:12,jamesh_1993,@TomBeasley  just got home from the garden centre (?!) and a pub lunch. You had a food day what you've been awake to see so far? #examless,Positive
2009-05-18 04:42:56,ExtraordinaryMe,"@cosleia Thank you, Sweet Pea!   I'm resizing &quot;rooster&quot; and wardrobe pics for J.A. at the moment. ;)",Positive
2009-06-16 06:16:47,nehsai,i can't see most blog updates that I follow on my dashboard.  why is that? i'm missing their post.,Negative
2009-06-17 17:33:21,craigmoliver,@techsupportrich wanted to make it too ,Negative
2009-06-25 01:59:03,D5quared,Grrr @skabbster woke me up at 3:45 when he got up for work &amp; I haven't been able to fall asleep again. He needs to come back to bed! ,Negative
2009-06-05 14:00:19,TreFox25,Man would i love to golf today. Another beautiful sunny day in SD and i'm stuck in a golf store also to rub it in a bit more. ,Negative
2009-06-07 19:54:22,Jestone89,Watching Storm of the Century ,Positive
2009-06-03 00:25:48,DannDann,I'm so glad I get to sleep in late tomorrow   ,Positive
2009-06-07 17:07:19,shabnom,"Oh my god BNP, suck my dick, seriously. ",Negative
2009-05-31 01:39:23,zoesalbahe,"@saabmagalona I can't make it, doll, I have a family thing, we're gonna bring our dog na to be put to sleep ",Negative
2009-05-04 05:27:38,KennedyHardman,Im so tired. I didnt get back in till after midnight  i need sleep,Negative
2009-06-01 13:25:36,MzNayMinaj,"So I did 9 job apps 2day, I better get some calls by friday or im blowin the place up! Cleaning up &amp; then getting reday for skool ",Negative
2009-06-01 12:55:13,lizzie0207,oh no! I missed the first #chukmemondays  no fair! Next week I'll have to put a reminder in my phone.,Negative
2009-06-15 17:01:21,asbecka,@saramills because the wall is interesting &amp; it's your friend ,Positive
2009-06-02 07:41:56,nettiedgreat,@tallblackguy Even my swag battery needs to recharge from time to time. ,Negative
2009-05-31 11:35:56,shannenrodgers,"sun sun suuuuuuunn  today at the beach was awesome  eilish, hannah, grieg and jordan... lavv yuu guys  xxx",Positive
2009-05-29 10:12:48,Ms_Nicholson,@MoneyMakinMatt shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me ,Positive
2009-06-01 23:20:25,Troiboi,@sunriseon7 Kelly told Rove she isn't on twitter. This person is a fake. But happy to see Kelly on the show ,Positive
2009-06-07 00:18:05,estrelindinha,"juliana, vai se fuder com esse layout ",Positive
2009-06-15 16:46:52,megganharper,@nordstromphoto you ROCK! do you ever get a break? ,Positive
2009-06-07 07:04:28,paraguaya_85,"Paraguay, the leader of the exhausting 10-nation qualifying league, slipped to a  2-0 home defeat against Chile yesterday ",Negative
2009-05-30 19:55:25,steph_davies,"Sorry, @anambanana I slept early last night. Wasn't able to join the party. ",Negative
2009-05-10 00:51:01,__bekki__,@shaundiviney There is going to be a million people on your myspace page now and my computer will slow down HEAPS ,Negative
2009-05-03 00:04:59,Anime81,"@R1CC1 awww, well sleep is always good!  but seriously, awesome knockout... all my friends were going nuts! o.0 LOL",Positive
2009-06-17 19:52:21,missfox007,where did the day go... i gotta go to bed soon ,Negative
2009-05-30 19:30:54,Ktgayler,all the puppies are sleeping  mmm quiet for once,Positive
2009-06-07 10:01:36,hislovelyv,Enjoying my god son ,Positive
2009-06-15 19:28:24,Brooke_Baldwin,giants game  6th row !! Supporting Z ,Positive
2009-06-06 15:29:16,sthomas785,Its a damn shame I don't like chocolate ,Negative
2009-06-15 09:09:13,armoniadelsol,"my daughter has &quot;character&quot;as they say... good, maybe she wont settle for less ",Negative
2009-05-18 07:49:26,theJUICYESTjay,"If you want a copy of my poetry collection, let me know ASAP! ",Positive
2009-04-17 20:42:40,x_kelsey,Just got back from the shops. Got 2 CD's and a DVD! ,Positive
2009-06-06 15:50:34,Youngacey,Cuz im smexii and stole your fone ,Negative
2009-06-21 05:03:27,Ekl3ctik,Wow I haven't had motion sickness in since I was little...argh don't feel good ,Negative
2009-06-21 09:10:16,Grumpfff,@twibble fresh install on the phone memory does the same ,Positive
2009-06-06 13:30:52,tessacrowe,eating sour skittles ,Positive
2009-06-06 01:14:03,claudyraz,"Had noodles and now nibbling on Meiji Apollo Damn. I can't watch Love or bread now. :| my sister is using the earphone, imma watch later. ",Positive
2009-06-15 10:18:35,ksrikrishna,@haaswrites Guess that won't work #fail  ,Negative
2009-06-01 04:32:04,lucytaylor123,"Like no one is tweeting today, this makes me sad ",Negative
2009-06-07 07:15:53,Suckatash,Good morning! ,Positive
2009-06-15 15:56:48,tweeteradder20,@notezonesoufed Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,Positive
2009-06-03 03:09:48,finefrancie,"@betweenthenotes and poor me, i always have to find new things that hes not getting bored  not easy really",Negative
2009-06-15 05:08:26,PotHix,@caike Really cool! =D Preciso pegar esse! ,Positive
2009-04-19 01:37:57,keeto,"@jmalonzo Nice! I never really learned to speak Ilocano because my parents didn't want us to. Besides, I can't roll my Rs. ",Negative
2009-06-06 23:51:18,peirigill,"For a couple of minutes tonight, there was chant, and it was music.  ",Positive
2009-06-01 16:32:51,bce111,@Lakers So much for buying tickets to the NBA Finals. Even with Laker supporter presale code no tickets were available for any game here. ,Negative
2009-06-15 05:06:24,listentochris,Thursday's nearly here ,Positive
2009-06-07 01:11:53,Ladie_Wynter,I love our blinkies!!!! ,Positive
2009-06-01 03:30:55,timesjoanna,@CMRLee Hello! Can I be of assistance? ,Positive
2009-06-15 08:01:57,LeighBryan,is sad that he can't go see Britney one more time ,Negative
2009-06-02 06:05:34,sushmeet,@anaggh ya that too double doze. ,Positive
2009-06-20 00:32:57,Yidhen,THERE'S no flames anymore! How can there be no flames? ,Negative
